id,sd,note,group_name,year,trait,subcategory,mr,author,build,category,consortium,pmid,nsnp,population,sex,ontology,unit,priority,sample_size,ncase,ncontrol
ukb-b-12209,,20003#1140869848: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: methotrexate,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,2454.0,460479.0
ukb-b-17398,,20003#1140873548: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: oxytetracycline,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,1352.0,461581.0
prot-a-2815,,,public,2018.0,Maspardin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-845,,4104: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Heel quantitative ultrasound index (QUI), direct entry (left)",,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,146226.0,,
met-a-424,0.258196141,,public,2014.0,1-oleoylglycerol (1-monoolein),Lipid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545533,European,Males and Females,,log10 units,1,5717.0,,
prot-a-239,,,public,2018.0,Bcl-2-like protein 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2823,,,public,2018.0,DKTatlas rh cuneus area,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ukb-b-12915,,20001#1059: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Cancer code, self-reported: malignant melanoma",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,3598.0,459335.0
ukb-b-3656,,137: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Number of treatments/medications taken,,1,Ben Elsworth,HG19/GRCh37,Categorical Ordered,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,,
ubm-a-2063,,,public,2018.0,NET100 0907,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2,,,public,2018.0,Lactosylceramide 4-alpha-galactosyltransferase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-438,0.4981605872,,public,2014.0,Cholate,Lipid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545328,European,Males and Females,,log10 units,1,5929.0,,
prot-a-1355,,,public,2018.0,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2546,,,public,2018.0,Receptor-interacting serine/threonine-protein kinase 2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-648,0.3856231127,,public,2014.0,X-12734,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2544533,European,Males and Females,,log10 units,1,5616.0,,
ebi-a-GCST006305,,,public,2018.0,"Cholesterol, total",,1,Andaleon A,HG19/GRCh37,,,29404214.0,4424003,Sub-Saharan African,,,,0,1017.0,,
prot-a-197,,,public,2018.0,Cyclic AMP-dependent transcription factor ATF-6 alpha,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-973,,,public,2018.0,Receptor tyrosine-protein kinase erbB-2,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-19634,,41230#TAM: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT where patients GP was registered: SOLIHULL CARE TRUST,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1444.0,461566.0
ukb-b-2557,,3159: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Smoked cigarette or pipe within last hour,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,43496.0,5587.0,37909.0
ukb-b-13806,,20002#1223: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Non-cancer illness code, self-reported: type 2 diabetes",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,2972.0,459961.0
prot-a-936,,,public,2018.0,ER membrane protein complex subunit 4,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-201,,,public,2018.0,IDP dMRI TBSS FA Fornix,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
prot-a-163,,,public,2018.0,Armadillo repeat-containing protein 5,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-666,,,public,2018.0,Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1356,,,public,2018.0,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1602,,,public,2018.0,NET100 0446,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-271,,,public,2018.0,Transcription factor IIIB 90 kDa subunit,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-658,,,public,2018.0,Corticoliberin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ieu-a-1128,,,public,2017.0,ER- Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Cancer,1,Michailidou K,HG19/GRCh37,Disease,BCAC,29059683.0,10680257,European,Females,,log odds,1,127442.0,21468.0,105974.0
prot-a-1059,,,public,2018.0,"Tumor necrosis factor ligand superfamily member 6, soluble form",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-758,,,public,2018.0,Protein CYR61,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ieu-a-82,0.0741601501,Adjusted for BMI,public,2015.0,Waist-to-hip ratio,Anthropometric,1,Shungin D,HG19/GRCh37,Risk factor,GIANT,25673412.0,2146958,Mixed,Males,,SD,13,99076.0,,
prot-a-3240,,,public,2018.0,Xaa-Pro aminopeptidase 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-a-192,,,public,2017.0,Treatment/medication code: testogel 50mg gel 5g sachet,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337159.0,119.0,337040.0
ukb-a-75,,,public,2017.0,Non-cancer illness code  self-reported: type 2 diabetes,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337159.0,2133.0,335026.0
ukb-b-16061,,41250#3000: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Methods of discharge from hospital (recoded): Patient death,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462235.0,1256.0,460979.0
ukb-d-M13_HALLUXRIGIDUS,,,public,2018.0,Hallux rigidus,,1,Neale lab,HG19/GRCh37,Binary,,,9496883,European,Males and Females,,,0,361194.0,1130.0,360064.0
prot-a-1883,,,public,2018.0,tRNA (guanine-N(7)-)-methyltransferase,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-5821,,20003#1140883568: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: oxybutynin,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,1041.0,461892.0
ukb-b-11886,,20003#1140870788: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Treatment/medication code: calcium salts,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,462933.0,2831.0,460102.0
prot-a-1808,,,public,2018.0,Lactotransferrin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2688,,,public,2018.0,volume Optic-Chiasm,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ukb-d-30180_irnt,,,public,2018.0,Lymphocyte percentage,,1,Neale lab,HG19/GRCh37,Continuous,,,13586283,European,Males and Females,,,0,349861.0,,
ubm-a-1593,,,public,2018.0,NET100 0437,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-d-S82,,,public,2018.0,"Diagnoses - main ICD10: S82 Fracture of lower leg, including ankle",,1,Neale lab,HG19/GRCh37,Binary,,,11892748,European,Males and Females,,,0,361194.0,4557.0,356637.0
prot-a-1700,,,public,2018.0,Glycosyltransferase-like protein LARGE1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1816,,,public,2018.0,NET100 0660,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-9038,,41245#1610: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Main speciality of consultant (recoded): Ophthalmology,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,461230.0,22306.0,438924.0
ubm-a-2017,,,public,2018.0,NET100 0861,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-1705,,,public,2018.0,NET100 0549,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-2844,,,public,2018.0,Translocon-associated protein subunit alpha,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ebi-a-GCST000922,,,public,2010.0,Openness,,1,de Moor MH,HG19/GRCh37,,,21173776.0,2299964,European,,,,0,17375.0,,
ukb-a-195,,,public,2017.0,Sitting height,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,336172.0,,
ubm-a-1509,,,public,2018.0,NET100 0353,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-a-596,,,public,2017.0,Diagnoses - main ICD10: Z80 Family history of malignant neoplasm,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,337199.0,326.0,336873.0
prot-a-3043,,,public,2018.0,Tumor necrosis factor receptor superfamily member 17,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-7425,,41202#Z038: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Diagnoses - main ICD10: Z03.8 Observation for other suspected diseases and conditions,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,3143.0,459867.0
prot-a-2569,,,public,2018.0,RING finger protein 215,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-15357,,41200#A522: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - main OPCS: A52.2 Therapeutic sacral epidural injection,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1707.0,461303.0
ubm-a-1224,,,public,2018.0,NET100 0068,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
met-a-399,0.1493325245,,public,2014.0,Indolelactate,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2546166,European,Males and Females,,log10 units,1,7378.0,,
ubm-a-1966,,,public,2018.0,NET100 0810,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-210,,,public,2018.0,"Beta-1,3-glucosyltransferase",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-2655,,,public,2018.0,"Signal peptide, CUB and EGF-like domain-containing protein 1",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-2490,,,public,2018.0,NET100 1334,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ubm-a-3041,,,public,2018.0,DKTatlas rh lateraloccipital thickness,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,8411.0,,
ukb-b-7237,,41210#Q124: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - secondary OPCS: Q12.4 Removal of intrauterine contraceptive device NEC,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1019.0,461991.0
prot-a-2485,,,public,2018.0,DNA repair protein RAD51 homolog 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1157,,,public,2018.0,Tyrosine-protein kinase Fyn,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1589,,,public,2018.0,NET100 0433,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
met-a-336,0.1312883859,,public,2014.0,Ornithine,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545669,European,Males and Females,,log10 units,1,7746.0,,
ukb-d-ASTHMA_CHILD,,,public,2018.0,Childhood asthma (age<16),,1,Neale lab,HG19/GRCh37,Binary,,,10443939,European,Males and Females,,,0,361194.0,1993.0,359201.0
met-b-128,2.811098034,Female twins,public,2015.0,B:%Mature,Immune cell subset frequency,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1626073,European,Females,,%,1,497.0,,
ubm-a-2331,,,public,2018.0,NET100 1175,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-1985,,,public,2018.0,Myocardial zonula adherens protein,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
met-a-333,0.1371879747,,public,2014.0,Pentadecanoate (15:0),Fatty acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545826,European,Males and Females,,log10 units,1,7502.0,,
met-a-477,0.2135109161,,public,2014.0,Myristoleate (14:1n5),Fatty acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545638,European,Males and Females,,log10 units,1,7804.0,,
ubm-a-1703,,,public,2018.0,NET100 0547,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
met-a-494,0.4892598634,,public,2014.0,X-11299,Unknown metabolite,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545422,European,Males and Females,,log10 units,1,7347.0,,
ubm-a-515,,,public,2018.0,IDP dMRI TBSS ICVF Sagittal stratum L,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-d-M79,,,public,2018.0,"Diagnoses - main ICD10: M79 Other soft tissue disorders, not elsewhere classified",,1,Neale lab,HG19/GRCh37,Binary,,,12694879,European,Males and Females,,,0,361194.0,6946.0,354248.0
ubm-a-1323,,,public,2018.0,NET100 0167,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-1323,,,public,2018.0,Vigilin,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
prot-a-1394,,,public,2018.0,"Isoleucine--tRNA ligase, cytoplasmic",Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ubm-a-1709,,,public,2018.0,NET100 0553,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
prot-a-644,,,public,2018.0,Carboxypeptidase B,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ieu-a-1230,,,public,2017.0,Serous ovarian cancer: low malignant potential,Cancer,1,Phelan,HG19/GRCh37,Disease,OCAC,28346442.0,0,European,Females,,log odds,1,42895.0,1954.0,40941.0
ubm-a-718,,,public,2018.0,IDP dMRI ProbtrackX L1 cst r,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7532.0,,
ukb-b-8146,,6154#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Medication for pain relief, constipation, heartburn: Ranitidine (e.g. Zantac)",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,457547.0,8885.0,448662.0
ukb-b-1806,,20195: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Number of symbol digit matches attempted,,1,Ben Elsworth,HG19/GRCh37,Continuous,MRC-IEU,,9851867,European,Males and Females,,SD,1,113106.0,,
prot-a-2197,,,public,2018.0,Protocadherin-9,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-a-516,,,public,2017.0,Duration walking for pleasure,,1,Neale,HG19/GRCh37,,Neale Lab,,10894596,European,Males and Females,,SD,1,240788.0,,
met-b-144,103.0429077,Female twins,public,2015.0,CD27 on IgA+B,Immune cell-surface protein expression levels,1,Roederer,HG19/GRCh37,Immune system,,25772697.0,1623996,European,Females,,arbitrary units,1,497.0,,
ubm-a-2110,,,public,2018.0,NET100 0954,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
met-a-573,0.1991499268,,public,2014.0,Isobutyrylcarnitine,Amino acid,1,Shin,HG19/GRCh37,Metabolites,,24816252.0,2545669,European,Males and Females,,log10 units,1,7812.0,,
prot-a-2940,,,public,2018.0,Teratocarcinoma-derived growth factor 1,Protein,1,Sun BB,HG19/GRCh37,Immune system,,29875488.0,10534735,European,Males and Females,,,0,3301.0,,
ukb-b-4944,,41200#W852: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - main OPCS: W85.2 Endoscopic irrigation of knee joint,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1976.0,461034.0
ukb-b-11388,,41230#5N1: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,PCT where patients GP was registered: LEEDS PCT,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,9201.0,453809.0
ukb-b-8107,,41210#R141: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - secondary OPCS: R14.1 Forewater rupture of amniotic membrane,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1344.0,461666.0
ubm-a-2621,,,public,2018.0,NET100 1465,Psychiatric / neurological,1,Elliott LT,HG19/GRCh37,Continuous,,30305740.0,11734354,European,Males,,,0,7916.0,,
ukb-b-4929,,41204#I739: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,"Diagnoses - secondary ICD10: I73.9 Peripheral vascular disease, unspecified",,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,1456.0,461554.0
ukb-b-9764,,41200#S068: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,2018.0,Operative procedures - main OPCS: S06.8 Other specified other excision of lesion of skin,,1,Ben Elsworth,HG19/GRCh37,Binary,MRC-IEU,,9851867,European,Males and Females,,SD,1,463010.0,3496.0,459514.0
